,symbol,isin,name,market
1155,OSE.PA,FR0012127173,OSE IMMUNO,Euronext Paris
1156,OSUN.OL,NO0010887565,OCEAN SUN,Euronext Growth Oslo
1157,OTOVO.OL,NO0010809783,OTOVO,Euronext Growth Oslo
1158,OVH.PA,FR0014005HJ9,OVH,Euronext Paris
1159,OVXA.IR,IE00B4XVDC01,OVOCA BIO PLC,Euronext Growth Dublin
1160,OXUR.BE,BE0003846632,OXURION,Euronext Brussels
1161,P8ET.IR,IE00B0Q82B24,PETRONEFT RES.,Euronext Growth Dublin
1162,PABSA.PA,FR0013054269,PARROT BSA 1,Euronext Paris
1163,PABSB.PA,FR0013054335,PARROT BSA 2,Euronext Paris
1164,PACE.AS,NL00150009D0,PEGASUS ORD SHARES,Euronext Amsterdam
1165,PACEU.AS,NL00150009E8,PEGASUS UNITS,Euronext Amsterdam
1166,PACEW.AS,NL00150009B4,PEGASUS WARRANTS,Euronext Amsterdam
1167,PAR.PA,FR0010263202,PAREF,Euronext Paris
1168,PARP.PA,FR0012612646,GROUPE PARTOUCHE,Euronext Paris
1169,PARRO.PA,FR0004038263,PARROT,Euronext Paris
1170,PAT.PA,FR0011027135,PATRIMOINE ET COMM,Euronext Paris
1171,PATBS.PA,FR0011844067,PLANT ADVANCED BS,Euronext Growth Paris
1172,PAY.BE,IL0010830391,PAYTON PLANAR,Euronext Brussels
1173,PCA.PA,FR0000053514,PCAS,Euronext Paris
1174,PEACE.AS,NL0015000H31,PEGASUS ENTREP SHA,Euronext Amsterdam
1175,PEACW.AS,NL0015000H56,PEGASUS ENTREP WAR,Euronext Amsterdam
1176,PERR.PA,FR0000061459,PERRIER (GERARD),Euronext Paris
1177,PEUG.PA,FR0000064784,PEUGEOT INVEST,Euronext Paris
1178,PHA.PA,FR0012882389,PHARMAGEST INTER.,Euronext Paris
1179,PHARM.AS,NL0010391025,PHARMING GROUP,Euronext Amsterdam
1180,PHIA.AS,NL0000009538,PHILIPS KON,Euronext Amsterdam
1181,PHLY.OL,NO0010395577,PHILLY SHIPYARD,Euronext Expand Oslo
1182,PHR.LS,PTPTC0AM0009,PHAROL,Euronext Lisbon
1183,PIC.BE,BE0003807246,PICANOL,Euronext Brussels
1184,PID.PA,FR0013318813,PARAGON ID,Euronext Paris
1185,PIG.PA,FR0000066755,HAULOTTE GROUP,Euronext Paris
1186,PMG.OL,NO0010890726,PLAY MAGNUS,Euronext Growth Oslo
1187,PNL.AS,NL0009739416,POSTNL,Euronext Amsterdam
1188,PNOR.OL,AU0000057408,PETRONOR E&P LTD,Euronext Expand Oslo
1189,PNSB.BE,BE0003838555,UCARE SERVICES BEL,Euronext Access Brussels
1190,POM.PA,FR0000124570,PLASTIC OMNIUM,Euronext Paris
1191,PORF.AS,NL0000378669,PORCELEYNE FLES,Euronext Amsterdam
1192,POXEL.PA,FR0012432516,POXEL,Euronext Paris
1193,PPG.OL,NO0010735681,PIONEER PROPERTY,Euronext Expand Oslo
1194,PPLA.AS,US69355L1098,PPLA European Unit,Euronext Amsterdam
1195,PPLAA.AS,BMG7209L1000,PPLA CLASS A,Euronext Amsterdam
1196,PPLAB.AS,BMG7209L1182,PPLA CLASS B,Euronext Amsterdam
1197,PRC.PA,FR0000074783,ARTMARKET COM,Euronext Paris
1198,PREC.PA,FR0014004EC4,PRECIA,Euronext Paris
1199,PREVA.AS,NL0015118803,VALUE8 CUM PREF,Euronext Amsterdam
1200,PROAC.PA,FR0004052561,PROACTIS SA,Euronext Paris
1201,PROBS.PA,FR0013268042,PROLOGUE BSA 2017,Euronext Growth Paris
1202,PROBT.PA,FR0013398617,PROLOGUE BSA,Euronext Growth Paris
1203,PROL.PA,FR0010380626,PROLOGUE,Euronext Paris
1204,PROX.BE,BE0003810273,PROXIMUS,Euronext Brussels
1205,PROXI.OL,NO0010893902,PROXIMAR SEAFOOD,Euronext Growth Oslo
1206,PRX.AS,NL0013654783,PROSUS,Euronext Amsterdam
1207,PRYME.OL,NL00150005Z1,PRYME,Euronext Growth Oslo
1208,PSAT.PA,FR0000038465,PASSAT,Euronext Paris
1209,PSH.AS,GG00BPFJTF46,PERSHING,Euronext Amsterdam
1210,PSKY.OL,NO0010895667,PATIENTSKY GROUP,Euronext Growth Oslo
1211,PUB.PA,FR0000130577,PUBLICIS GROUPE SA,Euronext Paris
1212,PUBBS.PA,FR0000312928,PUBLICIS BSA,Euronext Paris
1213,PVL.PA,FR0013252186,PLAST.VAL LOIRE,Euronext Paris
1214,PWG.PA,FR0012613610,PRODWAYS,Euronext Paris
1215,PYRUM.OL,DE000A2G8ZX8,PYRUM INNOVATIONS,Euronext Growth Oslo
1216,PZQA.IR,IE00B66B5T26,PROVIDENCE RES.,Euronext Growth Dublin
1217,QDT.PA,FR0000120560,QUADIENT,Euronext Paris
1218,QFG.BE,BE0003730448,QUESTFOR GR-PRICAF,Euronext Brussels
1219,QFUEL.OL,NO0010785967,QUANTAFUEL,Euronext Growth Oslo
1220,QRF.BE,BE0974272040,QRF,Euronext Brussels
1221,QUEST.OL,NO0011019119,QUESTBACK GROUP,Euronext Growth Oslo
1222,QWABS.PA,FR0013472677,QWAMPLIFY BSAANE,Euronext Growth Paris
1223,R8P.OL,NO0010859689,R8 PROPERTY,Euronext Growth Oslo
1224,RAL.PA,FR0000060618,RALLYE,Euronext Paris
1225,RAM.LS,PTFRV0AE0004,RAMADA,Euronext Lisbon
1226,RANA.OL,NO0010907389,RANA GRUBER,Euronext Growth Oslo
1227,RAND.AS,NL0000379121,RANDSTAD NV,Euronext Amsterdam
1228,RBO.PA,FR0013344173,ROCHE BOBOIS,Euronext Paris
1229,RBT.PA,FR0000039091,ROBERTET,Euronext Paris
1230,RCO.PA,FR0000130395,REMY COINTREAU,Euronext Paris
1231,RDSA.AS,GB00B03MLX29,ROYAL DUTCH SHELLA,Euronext Amsterdam
1232,RDSB.AS,GB00B03MM408,ROYAL DUTCH SHELLB,Euronext Amsterdam
1233,RE.PA,FR0000121634,COLAS,Euronext Paris
1234,REAL.BE,BE0003841583,REALCO,Euronext Access Brussels
1235,REC.BE,BE0003656676,RECTICEL,Euronext Brussels
1236,REI.BE,BE0003829463,REIBEL,Euronext Access Brussels
1237,REINA.AS,LU0383812293,REINET INVESTMENTS,Euronext Amsterdam
1238,REN.AS,GB00B2B0DG97,RELX,Euronext Amsterdam
1239,RENE.LS,PTREL0AM0008,REN,Euronext Lisbon
1240,RES.BE,BE0003707214,RESILUX,Euronext Brussels
1241,RET.BE,BE0003720340,RETAIL ESTATES,Euronext Brussels
1242,RF.PA,FR0000121121,EURAZEO,Euronext Paris
1243,RI.PA,FR0000120693,PERNOD RICARD,Euronext Paris
1244,RIN.PA,FR0000052516,VILMORIN & CIE,Euronext Paris
1245,RIVER.OL,MT0001710103,RIVER TECH,Euronext Growth Oslo
1246,RMS.PA,FR0000052292,HERMES INTL,Euronext Paris
1247,RNO.PA,FR0000131906,RENAULT,Euronext Paris
1248,ROCBT.PA,FR0013477593,ROCTOOL BSA 2020-2,Euronext Growth Paris
1249,ROCK.BE,BE0974401334,WHITESTONE GROUP,Euronext Growth Brussels
1250,ROM.OL,BMG763301022,ROMREAL,Euronext Expand Oslo
1251,ROMER.OL,NO0010808405,ROMERIKE SPAREBK,Euronext Growth Oslo
1252,ROMSB.OL,NO0010759988,ROMSDAL SPAREBANK,Euronext Growth Oslo
1253,ROOD.AS,NL0000440477,ROODMICROTEC,Euronext Amsterdam
1254,ROTH.PA,FR0000031684,ROTHSCHILD & CO,Euronext Paris
1255,ROU.BE,BE0003741551,ROULARTA,Euronext Brussels
1256,RUI.PA,FR0013269123,RUBIS,Euronext Paris
1257,RWI.AS,GB00BNR4T868,RENEWI,Euronext Amsterdam
1258,RX.PA,FR0000120388,RECYLEX S.A.,Euronext Paris
1259,RXL.PA,FR0010451203,REXEL,Euronext Paris
1260,RYA.IR,IE00BYTBXV33,RYANAIR HOLD. PLC,Euronext Dublin
1261,S30.PA,FR0013379484,SOLUTIONS 30 SE,Euronext Paris
1262,SABE.PA,FR0000060121,SAINT JEAN GROUPE,Euronext Paris
1263,SACI.PA,FR0000061418,FIDUCIAL OFF.SOL.,Euronext Paris
1264,SAF.PA,FR0000073272,SAFRAN,Euronext Paris
1265,SAMS.PA,FR0000060071,SAMSE,Euronext Paris
1266,SAN.PA,FR0000120578,SANOFI,Euronext Paris
1267,SANNV.PA,FR0014006T94,SANOFI NV22,Euronext Paris
1268,SAVE.PA,FR0000120107,SAVENCIA,Euronext Paris
1269,SB68.OL,NO0010887110,SPARBNK 68 GR NORD,Euronext Growth Oslo
1270,SBMO.AS,NL0000360618,SBM OFFSHORE,Euronext Amsterdam
1271,SBT.PA,FR0000052680,OENEO,Euronext Paris
1272,SCB.LS,PTSCB0AM0001,S.CLUBE BRAGA,Euronext Access Lisbon
1273,SCHD.BE,BE0012378593,SCHEERD.V KERCHOVE,Euronext Brussels
1274,SCHP.PA,FR0000039109,SECHE ENVIRONNEM.,Euronext Paris
1275,SCP.LS,PTSCP0AM0001,SPORTING,Euronext Lisbon
1276,SCR.PA,FR0010411983,SCOR SE,Euronext Paris
1277,SCT.LS,PTSCT0AP0018,TOYOTA CAETANO,Euronext Lisbon
1278,SDG.PA,FR0000032658,SYNERGIE,Euronext Paris
1279,SDT.PA,FR0000065765,VISIODENT,Euronext Paris
1280,SEAW7.OL,NO0010893803,SEAWAY 7,Euronext Growth Oslo
1281,SEC.PA,FR0000078321,SODITECH,Euronext Paris
1282,SEFER.PA,FR0011950682,SERGEFERRARI GROUP,Euronext Paris
1283,SELER.PA,FR0004175842,SELECTIRENTE,Euronext Paris
1284,SEM.LS,PTSEM0AM0004,SEMAPA,Euronext Lisbon
1285,SEQUA.BE,BE0974340722,SEQUANA MEDICAL,Euronext Brussels
1286,SESG.PA,LU0088087324,SES,Euronext Paris
1287,SESL.PA,FR0010282822,SES IMAGOTAG,Euronext Paris
1288,SEV.PA,FR0010613471,SUEZ,Euronext Paris
1289,SFCA.PA,FR0010209809,SOC FRANC CASINOS,Euronext Paris
1290,SFPI.PA,FR0004155000,GROUPE SFPI,Euronext Paris
1291,SGDBS.PA,FR0014003UB4,SPINEGUARD BS,Euronext Growth Paris
1292,SGO.PA,FR0000125007,SAINT GOBAIN,Euronext Paris
1293,SGRO.PA,GB00B5ZN1N88,SEGRO PLC,Euronext Paris
1294,SHUR.BE,LU1883301340,SHURGARD,Euronext Brussels
1295,SIFG.AS,NL0011660485,SIF HOLDING,Euronext Amsterdam
1296,SIGHT.PA,FR0013183985,GENSIGHT BIOLOGICS,Euronext Paris
1297,SII.PA,FR0000074122,SII,Euronext Paris
1298,SIKRI.OL,NO0010881717,SIKRI HOLDING,Euronext Growth Oslo
1299,SIP.BE,BE0003898187,SIPEF,Euronext Brussels
1300,SK.PA,FR0000121709,S.E.B.,Euronext Paris
1301,SK3.IR,IE00B1RR8406,SMURFIT KAPPA GP,Euronext Dublin
1302,SKAND.OL,NO0010931207,SKANDIA GREENPOWER,Euronext Growth Oslo
1303,SLB.PA,AN8068571086,SCHLUMBERGER,Euronext Paris
1304,SLBEN.LS,PTSLB0AM0010,BENFICA,Euronext Lisbon
1305,SLCO.PA,FR0000065492,SELCODIS,Euronext Paris
1306,SLIGR.AS,NL0000817179,SLIGRO FOOD GROUP,Euronext Amsterdam
1307,SMAR.BE,BE0974323553,SMARTPHOTO GROUP,Euronext Brussels
1308,SMCP.PA,FR0013214145,SMCP,Euronext Paris
1309,SMLBS.PA,FR0010649228,SMALTO BSA,Euronext Access Paris
1310,SMOP.OL,NO0011012502,SMARTOPTICS GROUP,Euronext Growth Oslo
1311,SMTPC.PA,FR0004016699,SMTPC,Euronext Paris
1312,SNG.LS,PTSNG0AM0007,SONAGI,Euronext Access Lisbon
1313,SNOW.AS,NL0010627865,SNOWWORLD,Euronext Amsterdam
1314,SO.PA,FR0013199916,SOMFY SA,Euronext Paris
1315,SOF.BE,BE0003717312,SOFINA,Euronext Brussels
1316,SOFT.BE,BE0003773877,SOFTIMAT,Euronext Growth Brussels
1317,SOFTX.OL,NO0010811961,SOFTOX SOLUTIONS,Euronext Growth Oslo
1318,SOG.PA,FR0000065864,SOGECLAIR,Euronext Paris
1319,SOI.PA,FR0013227113,SOITEC,Euronext Paris
1320,SOLB.BE,BE0003470755,SOLVAY,Euronext Brussels
1321,SOLV.BE,BE0003545531,SOLVAC NOM(RETAIL),Euronext Brussels
1322,SON.LS,PTSON0AM0001,SONAE,Euronext Lisbon
1323,SOP.PA,FR0000050809,SOPRA STERIA GROUP,Euronext Paris
1324,SPA.BE,BE0003798155,SPADEL,Euronext Brussels
1325,SPEL.PA,FR0000053944,FONCIERE VOLTA,Euronext Paris
1326,SPIE.PA,FR0012757854,SPIE,Euronext Paris
1327,SPR1.AS,NL0015000NM7,SPR1 ORD SHARES,Euronext Amsterdam
1328,SPR1T.AS,NL0015000NL9,SPR1T TREAS SHARES,Euronext Amsterdam
1329,SPR1W.AS,NL0015000NK1,SPR1W WARRANTS,Euronext Amsterdam
1330,SQI.PA,FR0011289040,SQLI,Euronext Paris
1331,SRP.PA,FR0013006558,SHOWROOMPRIVE,Euronext Paris
1332,STATT.OL,NO0010775844,STATT TORSK,Euronext Growth Oslo
1333,STF.PA,FR0000064271,STEF,Euronext Paris
1334,STLA.PA,NL00150001Q9,STELLANTIS NV,Euronext Paris
1335,STM.PA,NL0000226223,STMICROELECTRONICS,Euronext Paris
1336,STRN.AS,NL0000336303,STERN GROEP,Euronext Amsterdam
1337,STTL.BE,BE0974261902,SETTLEMENTS,Euronext Growth Brussels
1338,SU.PA,FR0000121972,SCHNEIDER ELECTRIC,Euronext Paris
1339,SUNSB.OL,NO0010672900,SUNNDAL SPAREBANK,Euronext Growth Oslo
1340,SW.PA,FR0000121220,SODEXO,Euronext Paris
1341,SWP.PA,FR0004180578,SWORD GROUP,Euronext Paris
1342,SX.PA,FR0007317813,CS GROUP.,Euronext Paris
1343,TAYN.PA,FR0000063307,TAYNINH,Euronext Paris
1344,TBGBS.PA,FR00140065G1,THEBLOCKCHAINGRBS,Euronext Growth Paris
1345,TBIRD.AS,VGG885761061,THUNDERBIRD,Euronext Amsterdam
1346,TBMBT.PA,FR0013483401,LESTQBLANC202212BS,Euronext Growth Paris
1347,TCH.PA,FR0013505062,TECHNICOLOR,Euronext Paris
1348,TCO.IR,GB00BLGZ9862,TESCO PLC,Euronext Dublin
1349,TDSA.LS,PTTD10AM0000,TEIXEIRA DUARTE,Euronext Lisbon
1350,TE.PA,NL0014559478,TECHNIP ENERGIES,Euronext Paris
1351,TECBS.PA,FR0013526225,TECH BSA 2024,Euronext Paris
1352,TECO.OL,NO0010887516,TECO 2030,Euronext Growth Oslo
1353,TEKNA.OL,NO0010951577,TEKNA HOLDING,Euronext Growth Oslo
1354,TEP.PA,FR0000051807,TELEPERFORMANCE,Euronext Paris
1355,TERB.BE,BE0003573814,TER BEKE,Euronext Brussels
1356,TESB.BE,BE0003555639,TESSENDERLO,Euronext Brussels
1357,TEXF.BE,BE0974263924,TEXAF,Euronext Brussels
1358,TFF.PA,FR0013295789,TFF GROUP,Euronext Paris
1359,TFG.AS,GG00B1RMC548,TETRAGON FIN GRP,Euronext Amsterdam
1360,TFI.PA,FR0000054900,TF1,Euronext Paris
1361,THEP.PA,FR0013333432,THERMADOR GROUPE,Euronext Paris
1362,TIE.AS,NL0010389508,TIE KINETIX,Euronext Amsterdam
1363,TINC.BE,BE0974282148,TINC,Euronext Brussels
1364,TIPI.PA,FR0000066482,TIPIAK,Euronext Paris
1365,TITC.BE,BE0974338700,TITAN CEMENT,Euronext Brussels
1366,TKO.PA,FR0013230612,TIKEHAU CAPITAL,Euronext Paris
1367,TKTT.PA,FR0004188670,TARKETT,Euronext Paris
1368,TKWY.AS,NL0012015705,JUST EAT TAKEAWAY,Euronext Amsterdam
1369,TNET.BE,BE0003826436,TELENET GROUP,Euronext Brussels
1370,TNG.PA,FR0005175080,TRANSGENE,Euronext Paris
1371,TOM2.AS,NL0013332471,TOMTOM,Euronext Amsterdam
1372,TOUP.PA,FR0000033003,TOUAX,Euronext Paris
1373,TQW.IR,GB0001500809,TULLOW OIL PLC,Euronext Dublin
1374,TRAN.PA,FR00140039U7,TRANSITION SHARES,Euronext Paris
1375,TRANW.PA,FR0014003AC4,TRANSITION WARRANT,Euronext Paris
1376,TRI.PA,FR0005691656,TRIGANO,Euronext Paris
1377,TTE.PA,FR0000120271,TOTALENERGIES,Euronext Paris
1378,TUB.BE,BE0003823409,TUBIZE-FIN,Euronext Brussels
1379,TVRB.PA,CH0008175645,TELEVERBIER,Euronext Paris
1380,TWEKA.AS,NL0000852523,TKH GROUP,Euronext Amsterdam
1381,TYSB.OL,NO0010731615,TYSNES SPAREBANK,Euronext Growth Oslo
1382,UBI.PA,FR0000054470,UBISOFT ENTERTAIN,Euronext Paris
1383,UCB.BE,BE0003739530,UCB,Euronext Brussels
1384,UFF.PA,FR0000034548,UNION FIN.FRANCE,Euronext Paris
1385,UMG.AS,NL0015000IY2,UMG,Euronext Amsterdam
1386,UMI.BE,BE0974320526,UMICORE,Euronext Brussels
1387,UNA.AS,GB00B10RZP78,UNILEVER,Euronext Amsterdam
1388,UNBL.PA,FR0000054215,UNIBEL,Euronext Paris
1389,UNI.BE,BE0003847648,FLOWSPARKS,Euronext Access Brussels
1390,UPG.BE,BE0974371032,UNIFIEDPOST GROUP,Euronext Brussels
1391,UPR.IR,IE00BJ5FQX74,UNIPHAR PLC,Euronext Growth Dublin
1392,URW.AS,FR0013326246,UNIBAIL-RODAMCO-WE,Euronext Amsterdam
1393,VAC.PA,FR0000073041,PIERRE VACANCES,Euronext Paris
1394,VAF.LS,PTVAA0AM0019,VAA VISTA ALEGRE,Euronext Lisbon
1395,VALUE.AS,NL0010661864,VALUE8,Euronext Amsterdam
1396,VAM.AS,NL0015000G40,VAM INVEST SHARES,Euronext Amsterdam
1397,VAMT.AS,NL0015000GH1,VAM INVEST TR SHA,Euronext Amsterdam
1398,VAMW.AS,NL0015000G32,VAM INVEST WARRANT,Euronext Amsterdam
1399,VAN.BE,BE0003839561,VAN DE VELDE,Euronext Brussels
1400,VAPBS.PA,FR0014001KF0,KUMULUSBSA2020,Euronext Growth Paris
1401,VASTB.BE,BE0003754687,VASTNED BELGIUM,Euronext Brussels
1402,VASTN.AS,NL0000288918,VASTNED,Euronext Amsterdam
1403,VCT.PA,FR0000031775,VICAT,Euronext Paris
1404,VEON.AS,BMG9349W1038,VEON,Euronext Amsterdam
1405,VETO.PA,FR0004186856,VETOQUINOL,Euronext Paris
1406,VGM.OL,NO0011037483,VOW GREEN METALS,Euronext Growth Oslo
1407,VGP.BE,BE0003878957,VGP,Euronext Brussels
1408,VIE.PA,FR0000124141,VEOLIA ENVIRON.,Euronext Paris
1409,VIL.PA,FR0000050049,VIEL ET COMPAGNIE,Euronext Paris
1410,VIO.BE,BE0974271034,VIOHALCO,Euronext Brussels
1411,VIRP.PA,FR0000031577,VIRBAC,Euronext Paris
1412,VIV.PA,FR0000127771,VIVENDI SE,Euronext Paris
1413,VIVBS.PA,FR0014003O76,VISIATIV BS,Euronext Growth Paris
1414,VIVNV.PA,FR0014006O81,VIVENDI NV22,Euronext Paris
1415,VK.PA,FR0013506730,VALLOUREC,Euronext Paris
1416,VKBS.PA,FR00140030K7,VALLOUREC BSA 21,Euronext Paris
1417,VLA.PA,FR0004056851,VALNEVA,Euronext Paris
1418,VLK.AS,NL0000302636,V LANSCHOT KEMPEN,Euronext Amsterdam
1419,VLTSA.PA,FR0011995588,VOLTALIA,Euronext Paris
1420,VMGBS.PA,FR0013322724,VISIOMED BSA2018-1,Euronext Growth Paris
1421,VMGBT.PA,FR0013321817,VISIOMEDBSA26OCT23,Euronext Growth Paris
1422,VMX.PA,FR0010291245,VERIMATRIX,Euronext Paris
1423,VPK.AS,NL0009432491,VOPAK,Euronext Amsterdam
1424,VRAP.PA,FR0000062796,VRANKEN-POMMERY,Euronext Paris
1425,VRLA.PA,FR0013447729,VERALLIA,Euronext Paris
1426,VTA.AS,GG00B1GHHH78,VOLTA FINANCE,Euronext Amsterdam
1427,VTR.PA,FR0010309096,VITURA,Euronext Paris
1428,VVY.AS,NL00150002Q7,VIVORYON,Euronext Amsterdam
1429,WAGA.PA,FR0012532810,WAGA ENERGY,Euronext Paris
1430,WAVE.PA,FR0013357621,WAVESTONE,Euronext Paris
1431,WDP.BE,BE0974349814,WDP,Euronext Brussels
1432,WEB.BE,BE0003734481,WAREHOUSES ESTATES,Euronext Brussels
1433,WEHB.BE,BE0003724383,WERELDHAVE BELGIUM,Euronext Brussels
1434,WEST.OL,NO0010768096,WESTERN BULK CHART,Euronext Growth Oslo
1435,WHA.AS,NL0000289213,WERELDHAVE,Euronext Amsterdam
1436,WKL.AS,NL0000395903,WOLTERS KLUWER,Euronext Amsterdam
1437,WLN.PA,FR0011981968,WORLDLINE,Euronext Paris
1438,WOLE.BE,BE0003600112,WOL. EXTENS. CERT,Euronext Brussels
1439,WOLS.BE,BE0003571792,WOL. SHOPPING CERT,Euronext Brussels
1440,XFAB.PA,BE0974310428,X-FAB,Euronext Paris
1441,XIL.PA,FR0004034072,XILAM ANIMATION,Euronext Paris
1442,XIOR.BE,BE0974288202,XIOR,Euronext Brussels
1443,XPLRA.OL,NO0010895782,XPLORA TECHNOLOGIE,Euronext Growth Oslo
1444,YATRA.AS,JE00B1FBT077,YATRA,Euronext Amsterdam
1445,YEW.IR,IE00BDT5KP12,YEW GROVE REIT PLC,Euronext Dublin
1446,ZAP.OL,NO0010713936,ZAPTEC,Euronext Growth Oslo
1447,ZEN.BE,BE0003809267,ZENOBE GRAMME CERT,Euronext Brussels
1448,ZENA.OL,CA98936C1068,ZENITH ENERGY,Euronext Growth Oslo
1449,ZWIPE.OL,NO0010721277,ZWIPE,Euronext Growth Oslo
